path,key,zh,en,pt,th,vi,ko
src/locales/lang/table,table.system.system_table_header_site_balance,站点余额(U),Site balance (U),Saldo do site (U),ยอดเงินคงเหลือเว็บไซต์ (U),Số tiền trang web (U),
src/locales/lang/table,table.system.system_table_header_site_code,站点代号,Site code,Código do site,Code เว็บไซต์,Mã trang web,
src/locales/lang/table,table.system.system_table_header_site_deposit,站点押金(U),Site deposit (U),Depósito de site (U),เงินมัดจำเว็บไซต์ (U),Tiền đặt cọc trang web (U),
src/locales/lang/table,table.system.system_table_header_site_name,站点名称,Site name,Nome do site,ชื่อเว็บไซต์,Tên trang web,
src/locales/lang/table,table.system.system_table_header_site_number,站点编号,Site number,Número do site,หมายเลขเว็บ,Mã số trang Web,
src/locales/lang/table,table.system.system_table_header_site_quota,可用额度(U),Available limit (U),Valor disponível (U),วงเงินที่มีอยู่ (U),Số tiền khả dụng (U),
src/locales/lang/table,table.system.system_table_header_site_status,站点状态,Site status,Status do site,สถานะเว็บไซต์,Tình trạng trang web,
src/locales/lang/table,table.system.system_table_header_site_template,站点模板,Site template,Modelo de site,Template เว็บไซต์,Trang web mẫu,
src/locales/lang/table,table.system.system_table_header_status,状态,Status,Status,สถานะ,Trạng thái,
src/locales/lang/table,table.system.system_table_header_win_or_lose_a_game,游戏输赢(U),Game win/loss (U),Ganho/perda do jogo (U),ยอดแพ้/ชนะ(U),Trò chơi thắng thua (U),
src/locales/lang/table,table.system.system_table_title1,业绩计算  （设定后，只有达到条件的下级，进行的有效投注才会计算业绩）,"Performance calculation (After setting, only the effective bets made by subordinates who meet the conditions will be calculated)","Cálculo de desempenho (Após configurar, apenas as apostas válidas dos subordinados que atingirem as condições serão consideradas no desempenho)",การคำนวณผลงาน (ยอดเดิมพันที่วางไว้จะคำนวณผลงานหลังจากตั้งไว้ก็ต่อเมื่อถึงเงื่อนไขที่ต่ำกว่าเท่านั้น),"Kết toán hiệu suất (sau khi thiết lập, chỉ có đại lý cấp dưới đạt điều kiện, tiến hành đặt cược hợp lệ thì mới tính hiệu suất)",
src/locales/lang/table,table.system.system_table_top_account_change_record,帐变记录,Account change record,Registro de alterações de conta,บันทึกการเปลี่ยนแปลงบัญชี,Lịch sử biến động số dư,
src/locales/lang/table,table.system.system_table_top_charging_standard,收费标准,Charging standard,Padrões de cobrança,อัตราค่าธรรมเนียม,Tiêu chuẩn thu phí,
src/locales/lang/table,table.system.system_table_top_site_bill,站点账单,Site bill,Fatura do site,บิลเว็บไซต์,Hoá đơn trang Web,
src/locales/lang/table,table.system.system_table_top_site_credit,站点额度,Site limit,Valor do site,วงเงินเว็บไซต์,Số tiền trang Web,
src/locales/lang/table,table.system.system_table_top_site_information,站点信息,Site information,Informações do site,ข้อมูลเว็บไซต์,Thông tin trang web,
src/locales/lang/table,table.system.system_table_top_top_up_order,充值订单,Recharge order,Pedido de depósito,บิลเติมเงิน,Đơn nạp tiền,
src/locales/lang/table,table.system.system_this_game,该游戏吗,This game?,Este jogo?,ใช่เกมนี้หรือไม่,Trò chơi này,
src/locales/lang/table,table.system.system_tip,温馨提示：修改主域名将彻底删除原节点域名，且需重新验证，请慎重选择,,,,Lời nhắc ấm áp: Việc thay đổi tên miền chính sẽ xóa hoàn toàn tên miền nút gốc và yêu cầu xác minh lại. Vui lòng chọn cẩn thận.,
src/locales/lang/table,table.system.system_tips,默认不删除，选择删除会将会员的历史所有发言记录都删掉，且不能恢复,,,,"Mặc định không xoá, việc chọn xóa sẽ xóa tất cả các bản ghi lời nói lịch sử của thành viên và không thể khôi phục được.",
src/locales/lang/table,table.system.system_title_content,标题内容,,,,Nội dung tiêu đề,
src/locales/lang/table,table.system.system_tj,系统免费证书（推荐）,,,,Chứng chỉ miễn phí hệ thống (đề xuất),
src/locales/lang/table,table.system.system_toot_nicktip2,请输入账号昵称,Please enter account nickname,Insira o apelido da conta,โปรดกรอกชื่อบัญชี,Vui lòng nhập tên tài khoản,
src/locales/lang/table,table.system.system_total_performance,总业绩,Total performance,Desempenho total,ผลงานทั้งหมด,Tổng hiệu suất,
src/locales/lang/table,table.system.system_tripartite_setup,三方设置,Third-party settings,Configurações de terceiros,ตั้งค่า Payment gateway,Thiết lập ba bên,
src/locales/lang/table,table.system.system_unit_tip1,以USDT作为有效投注的计算单位,Use USDT as the unit for effective bets,Usar USDT como unidade de apostas válidas,หน่วยคำนวณจาก USDT เป็นจำนวนเงินเดิมพัน,Sử dụng USDT làm đơn vị tính toán đặt cược hợp lệ,
src/locales/lang/table,table.system.system_unlocked,您确定要解锁该代理吗？,Are you sure you want to unlock this agent?,Você tem certeza de que deseja desbloquear este agente?,คุณแน่ใจนะว่าคุณต้องการปลดล็อคตัวแทน,Bạn chắc chắn muốn mở khoá đại lý này?,
src/locales/lang/table,table.system.system_unread,未读,Unread,Não lido,ยังไม่ได้อ่าน,Chưa đọc,
src/locales/lang/table,table.system.system_update_time,更新时间,Update time,Hora da atualização,เวลาอัปเดต,Thời gian cập nhật,
src/locales/lang/table,table.system.system_use_demain,域名用途,Domain use,Propósito do domínio,การใช้โดเมน,Sử dụng tên miền,
src/locales/lang/table,table.system.system_use_state,使用状态,Usage status,Estado de uso,สถานะการใช้งาน,Trạng thái sử dụng,
src/locales/lang/table,table.system.system_user_group,用户组,User group,Grupo de usuários,กลุ่มผู้ใช้งาน,Nhóm người dùng,
src/locales/lang/table,table.system.system_user_group_tip,请选择用户组,Please select user group,Escolha o grupo de usuários,โปรดเลือกกลุ่มผู้ใช้งาน,Vui lòng chọn nhóm người dùng,
src/locales/lang/table,table.system.system_userid,用户ID,,,,Người dùng ID,
src/locales/lang/table,table.system.system_username,用户名,Username,Nome de usuário,ชื่อผู้ใช้งาน,Tên người dùng,
src/locales/lang/table,table.system.system_valid_domain,生效域名,Effective domain,Domínio ativo,โดเมนที่มีผลบังคับใช้,Tên miền có hiệu lực,
src/locales/lang/table,table.system.system_valid_state,生效状态,Effective status,Estado ativo,สถานะที่มีผลบังคับใช้,Trạng thái hiệu lực,
src/locales/lang/table,table.system.system_valid_unit,有效投注,Effective betting ≥ (Currency: USDT),Apostas válidas ≥ (moeda: USDT),ยอดเดิมพัน≥ (สกุลเงิน: USDT),Đặt cược hợp lệ ≥ (Loại tiền: USDT),
src/locales/lang/table,table.system.system_verify,"注册用户名/手机号码/邮箱号码,必须选中一个",,,,"Đăng ký tên người dùng/số điện thoại di động/số email, phải chọn một",
src/locales/lang/table,table.system.system_verify_tip1,有效投注额不大于6位,Effective betting amount is not more than 6 digits,Apostas válidas não podem exceder 6 dígitos,ยอดเดิมพันต้องไม่เกิน 6 หลัก,Số tiền đặt cược cược hợp lệ không vượt quá 6 con số,
src/locales/lang/table,table.system.system_verify_tip2,有效投注额是大于0的数字(等于0),Effective betting amount is a number greater than 0 (equals to 0),Apostas válidas devem ser números maiores que 0 (diferente de 0),ยอดเดิมพันคือตัวเลขที่มากกว่า 0 (เท่ากับ 0),Số tiền đặt cược hợp lệ là số lớn hơn 0 (bằng 0),
src/locales/lang/table,table.system.system_verify_tip3,返佣比例不能为空(不等于0),Rebate percentage cannot be empty (not equal to 0),Taxa de comissão não pode ser vazia (diferente de 0),อัตราโบนัสคอมมิชชั่นไม่สามารถว่างได้ (ไม่เท่ากับ 0),Tỉ lệ hoa hồng không được bỏ trống (không bằng 0),
src/locales/lang/table,table.system.system_verify_tip4,返佣比例是0到100的数字(不等于0),Rebate percentage is a number from 0 to 100 (not equal to 0),Taxa de comissão deve ser um número de 0 a 100 (diferente de 0),อัตราโบนัสคอมมิชชั่นคือจำนวน 0 ถึง 100 (ไม่เท่ากับ 0),Tỉ lệ hoa hồng là các số từ 0 đến 100 (không bằng 0),
src/locales/lang/table,table.system.system_verify_tip5,业绩计算配置金额不大于10位,Performance calculation configuration amount not more than 10 digits,Configuração de valor de cálculo de desempenho não pode exceder 10 dígitos,คำนวณผลการดำเนินงาน กำหนดค่าได้ไม่เกิน 10 หลัก,Cấu hình số tiền tính hiệu suất không lớn hơn 10 con số,
src/locales/lang/table,table.system.system_verify_tip6,周期内总存款金额是大于等于0的2位小数,Total deposit amount within the period is a number greater than or equal to 0 with 2 decimal places,Depósito total durante o período deve ser maior ou igual a 0 com até 2 casas decimais,ยอดเงินฝากรวมในรอบ คือจุดทศนิยม 2 หลักที่มากกว่าเท่ากับ 0,Tổng số tiền gửi trong chu kỳ là 2 chữ số thập phân lơn hơn hoặc bằng 0,
src/locales/lang/table,table.system.system_verify_way,验证方式,Verification method,Método de verificação,ช่องทางการยืนยัน,Phương thức xác minh,
src/locales/lang/table,table.system.system_vip_level,VIP等级,VIP level,Nível VIP,ระดับ VIP,Cấp VIP,
src/locales/lang/table,table.system.system_wait_verify,待验证,Pending verification,Aguardando verificação,ทำการยืนยัน,Đang xác minh,
src/locales/lang/table,table.system.system_web_lobby,WEB大厅,WEB hall,Lobby WEB,Lobby บนเว็บ,Sảnh lớn WEB,
src/locales/lang/table,table.system.system_website_language,网站语言,,,,Ngôn ngữ web,
src/locales/lang/table,table.system.system_week_deposit,周期内总存款金额≥,Total deposit amount within the period ≥,Depósito total durante o período ≥,จำนวนเงินฝากทั้งหมดในรอบ ≥,Tổng số tiền nạp trong chu kỳ≥,
src/locales/lang/table,table.system.system_week_valid,周期内总有效投注≥,Total effective betting amount within the period ≥,Apostas válidas totais durante o período ≥,ยอดเดิมพันทั้งหมดในรอบ ≥,Tổng số cá cược hợp lệ trong chu kỳ≥,
src/locales/lang/table,table.system.system_withdraw,撤回,Withdraw,Retirada,เพิกถอน,Thu hồi,
src/locales/lang/table,table.system.system_year_day,年,Year,Ano,ปี,Năm,
src/locales/lang/table,table.system.system_yl_ty,娱乐城/体育,,,,Casino/Thể thao,
src/locales/lang/table,table.system.team_record,团队打码,Team turnover,Código de equipe,ยอดเดิมพันทีม,Tiền vòng cược nhóm,
src/locales/lang/table,table.system.times_a_day,次/日,Times/day,vezes/dia,ครั้ง/วัน,Lần/ngày,
src/locales/lang/table,table.system.upload_certificate,上传证书,Upload certificate,Carregar certificado,อัพโหลดใบรับรอง,Tải chứng chỉ lên,
src/locales/lang/table,table.system.valid_bet_amount_self,自身打码,Self-betting,Código próprio,ยอดเดิมพันของตัวผู้เล่น,Tiền vòng cược cá nhân,
src/locales/lang/table,table.system.withdraw_count,提款次数,Number of withdrawals,Número de retiradas,จำนวนการถอน,Số lần rút tiền,
src/locales/lang/table,table.system.x_times_a_day,{0}次/日,{0} times/day,vezes/dia,{0} วัน/ครั้ง,{0} lần/ngày,
src/locales/lang/routes/discountActivity,v.bannner.img_type,图片模式,Image mode,Modo de imagem,โหมดรูปภาพ,Chế độ ảnh,
src/locales/lang/routes/discountActivity,v.bannner.img_type_1,单语言配置,Single language configuration,Configuração de idioma único,กำหนดค่าภาษาเดียว,Cấu hình đơn ngữ,
src/locales/lang/routes/discountActivity,v.bannner.img_type_1_help1,每个语言可以单独上传图片，没有上传的语言，不会在客户端显示,Each language can upload images separately. Languages that are not uploaded will not be displayed on the client.,"Cada idioma pode carregar imagens separadamente, idiomas sem imagens carregadas não aparecerão no cliente",แต่ละภาษาสามารถอัปโหลดรูปภาพแยกต่างหากไม่มีภาษาที่อัปโหลดจะไม่แสดงบน Client,"Mỗi một ngôn ngữ có thể độc lập tải hình ảnh lên, chưa tải ngôn ngữ lên thì sẽ không hiển thị trên máy người dùng",
src/locales/lang/routes/discountActivity,v.bannner.img_type_1_help2,上传一张共用图片，所有语言都会显示这张图片,"Upload a shared image, all languages will display this image","Carregar uma imagem comum, todos os idiomas exibirão essa imagem",อัปโหลดรูปภาพที่ใช้ร่วมกัน ซึ่งทุกภาษาจะแสดงภาพนี้,"Tải ảnh chung lên, hình ảnh này sẽ xuất hiện ở tất cả ngôn ngữ",
src/locales/lang/routes/discountActivity,v.bannner.img_type_2,全部通用,All universal,Comum a todos,ใช้งานทั้งหมด,Toàn bộ thông dụng,
src/locales/lang/routes/discountActivity,v.bannner.jump_state,跳转开关,Jump switch,Chave de redirecionamento,สวิตช์ข้าม,Nút chuyển đổi,
src/locales/lang/routes/discountActivity,v.bannner.jump_type,轮播跳转,Carousel jump,Redirecionamento de banner,วงจรการข้าม,Chuyển đổi Live,
src/locales/lang/routes/discountActivity,v.bannner.jump_url,跳转链接,Jump link,Link de redirecionamento,ลิ้งค์ข้าม,Liên kết chuyển đổi,
src/locales/lang/routes/discountActivity,v.bannner.origin_transitionValue,请输入翻译原文,Please enter the translated text,Insira o texto original para tradução,โปรดป้อนต้นฉบับการแปล,Vui lòng nhập ngôn ngữ ban đầu,
src/locales/lang/routes/discountActivity,v.bannner.setting_1,基础配置,Basic configuration,Configuração básica,การปรับแต่งพื้นฐาน,Cấu hình cơ bản,
src/locales/lang/routes/discountActivity,v.bannner.setting_2,内容配置,Content configuration,Configuração de conteúdo,การปรับแต่งเนื้อหา,Nội dung cấu hình,
src/locales/lang/routes/discountActivity,v.bannner.setting_3,颜色配置,Color configuration,Configuração de cor,การปรับแต่งสี,Cấu hình màu sắc,
src/locales/lang/routes/discountActivity,v.bannner.setting_4,轮播跳转配置,Carousel jump configuration,Configuração de redirecionamento de banner,การปรับแต่งวงจรการข้าม,Cấu hình chuyển đổi Live,
src/locales/lang/routes/discountActivity,v.bannner.setting_5,文本配置,Text configuration,Configuração de texto,การปรับแต่งข้อความ,Cấu hình chữ,
src/locales/lang/routes/discountActivity,v.bannner.setting_6,图片配置,Image configuration,Configuração de imagem,การปรับแต่งรูปภาพ,Cấu hình ảnh,
src/locales/lang/routes/discountActivity,v.bannner.setting_7,按钮跳转配置,Button jump configuration,Configuração de redirecionamento de botão,ตั้งค่าปุ่มกดข้าม,Cấu hình phím điều chuyển,
src/locales/lang/routes/discountActivity,v.bannner.titile,请输入banner标题,Please enter banner title,Insira o título do banner,โปรดกรอกชื่อ Banner,Vui lòng nhập tiêu đề banner,
src/locales/lang/routes/discountActivity,v.bannner.transitionValue_error,翻译失败,Translation failed,Falha na tradução,การแปลผิดพลาด,Dịch thất bại,
src/locales/lang/routes/discountActivity,v.bannner.transitionValue_success,翻译成功,Translation successful,Tradução bem-sucedida,การแปลสำเร็จ,Dịch thành công,
src/locales/lang/view/discount/activity,v.discount.activity.ApplyPeriod,过期时间,Expiration time,Hora de expiração,เวลาหมดอายุ,Quá hạn,
src/locales/lang/routes/discountActivity,v.discount.activity.CurrencyConfig,币种配置,Currency configuration,Configuração de moeda,ปรับแต่งสกุลเงิน,Loại tiền cấu hình,
src/locales/lang/routes/discountActivity,v.discount.activity.NegativeConfig,负盈利配置,Negative profit configuration,Configuração de perda negativa,ปรับแต่งโบนัสยอดเสีย,Cấu hình lợi nhuận âm,
src/locales/lang/routes/discountActivity,v.discount.activity.RedEnvelope,红包配置,Red envelope configuration,Configuração de bônus,ปรับแต่งโบนัสอั่งเปา,Cấu hình lì xì,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette1_p,用户需要达到配置的奖金才能提款,Users need to reach the configured bonus to withdraw,O usuário deve atingir o valor configurado para retirada do bônus,ผู้ใช้จำเป็นต้องทำตามข้อกำหนดโบนัสตามถึงจะสามารถถอนเงินได้,Người chơi cần đạt được mức tiền thưởng đã thiết lập mới có thể tiến hành rút,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette1ti,提款所需奖金,Bonus required for withdrawal,Bônus necessário para retirada,โบนัสที่จำเป็นสำหรับการถอนเงิน,Rút tất cả tiền thưởng,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette2,实际领取奖金,Actual bonus received,Bônus real recebido,โบนัสที่ได้รับจริง,Nhận lãnh thưởng thực tế,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette2_p,实际会员能达到最高奖金,Actual maximum bonus achievable by members,Bônus máximo que o membro pode atingir,สมาชิกจริงสามารถรับโบนัสสูงสุดได้,Hội viên thực thế có thể đạt được mức thưởng cao nhất,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette3,首次奖金,First bonus,Bônus inicial,โบนัสฝากเงินครั้งแรก,Tiền thưởng lần đầu,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette4,每日免费次数,Daily free times,Número de tentativas diárias gratuitas,จำนวนครั้งฟรีต่อวัน,Số lần miễn phí hàng ngày,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette4_p,每天免费赠送的次数,Number of free gifts given per day,Número de tentativas diárias gratuitas oferecidas,จำนวนครั้งที่แจกฟรีทุกวัน,Số lần tặng miễn phí hàng ngày,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette5,组合赠送上限,Combined gift upper limit,Limite de combinação de presentes,ขีดจำกัดของขวัญคอมโบ,Giới hạn tặng kết hợp,
src/locales/lang/routes/discountActivity,v.discount.activity.Roulette5_p,组合能够赠送的次数上限,Upper limit on the number of times a combination can be gifted,Limite de número de combinações de presentes,จำนวนขีดจำกัดของขวัญคอมโบ,Số lần kết hợp tối đa có thể được tặng,
src/locales/lang/routes/discountActivity,v.discount.activity.RouletteBase1,轮盘配置,Roulette configuration,Configuração de roleta,ปรับแต่งวงล้อเสี่ยงโชค,Cấu hình vòng quay,
src/locales/lang/routes/discountActivity,v.discount.activity.RouletteBase2,转盘组合配置,Turntable combination configuration,Configuração de combinação de roleta,ปรับแต่งค่ารวมวงล้อเสี่ยงโชค,Cấu hình kết hợp vòng quay,
src/locales/lang/routes/discountActivity,v.discount.activity.RouletteBase3,号码配置,Number configuration,Configuração de número,ปรับแต่งหมายเลข,Mã cấu hình,
src/locales/lang/routes/discountActivity,v.discount.activity.Venue_set,奖励配置,,,,Cấu hình tiền thưởng,
src/locales/lang/routes/discountActivity,v.discount.activity.Venue_statistics,统计场馆,,,,Thống kê sảnh game ,
src/locales/lang/routes/discountActivity,v.discount.activity.activeConfig1,基础配置,Basic configuration,Configuração básica,ปรับแต่งพื้นฐาน,Cấu hình cơ bản,
src/locales/lang/routes/discountActivity,v.discount.activity.activeConfig2,时间配置,Time configuration,Configuração de tempo,ปรับแต่งเวลา,Thời gian cấu hình,
src/locales/lang/routes/discountActivity,v.discount.activity.activeConfig3,红包条件,Red envelope conditions,Condições de bônus,เงื่อนไขโบนัสอั่งเปา,Điều kiện lì xì,
src/locales/lang/routes/discountActivity,v.discount.activity.active_name,请输入活动名称,Please enter activity name,Insira o nome da atividade,โปรดกรอกชื่อกิจกรรม,Vui lòng nhập tên sự kiện khuyến mãi,
src/locales/lang/view/discount/activity,v.discount.activity.activities_type,活动内容,Activity content,Conteúdo da atividade,เนื้อหากิจกรรม,Nội dung sự kiện,
src/locales/lang/view/discount/activity,v.discount.activity.all_can_get,全部可以领取,,,,Tất cả có thể nhận,
src/locales/lang/view/discount/activity,v.discount.activity.apply_condition,领取限制,Claim restrictions,Limite de recebimento,ขีดจำกัดในการรับ,Giới hạn nhận lãnh,
src/locales/lang/routes/discountActivity,v.discount.activity.apply_period,统计周期结束,End of statistical period,Fim do ciclo de estatísticas,สิ้นสุดรอบสถิติ,Chu kỳ thống kê kết thúc,
src/locales/lang/routes/discountActivity,v.discount.activity.apply_period_p,请输入天数,Please enter the number of days,Insira o número de dias,โปรดกรอกจำนวนวัน,Vui lòng nhập số ngày,
src/locales/lang/routes/discountActivity,v.discount.activity.apply_period_p_1,天内可领取，过期清零,"Can be received within days, reset to zero after expiration","Resgatável em dias, expira se não for utilizado",สามารถรับได้ภายในวัน หมดอายุจะเป็นศูนย์,"Có thể nhận trong ngày, quá hạn sẽ bị xoá",
src/locales/lang/view/discount/activity,v.discount.activity.automatic,派发方式,Distribution method,Método de distribuição,ช่องทางการจ่าย,Phương thức tặng,
src/locales/lang/view/discount/activity,v.discount.activity.automatic2,领取方式,Claim method,Método de recebimento,ช่องทางการรับ,Phương thức nhận lãnh,
src/locales/lang/view/discount/activity,v.discount.activity.automatic_1,自动发放,Automatic issuance,Distribuição automática,การจ่ายอัตโนมัติ,Tự động phát hành,
src/locales/lang/view/discount/activity,v.discount.activity.automatic_2,人工领取-免佣金,Manual claim - commission exempt,Resgate manual - sem comissão,การรับผ่านแอดมิน - ไม่มีค่าคอมมิชชั่น,Nhận thủ công - hoa hồng miễn phí,
src/locales/lang/view/discount/activity,v.discount.activity.automatic_3,人工领取-需审核,Manual claim - requires review,Resgate manual - requer revisão,การรับผ่านแอดมิน - ต้องตรวจสอบ,Nhận thủ công - cần xét duyệt,
src/locales/lang/routes/discountActivity,v.discount.activity.betConfig,赌注配置,,,,Cấu hình cược,
src/locales/lang/view/discount/activity,v.discount.activity.billing,结算周期,Settlement period,Ciclo de liquidação,รอบการคำนวณ,Chu kỳ kết toán,
src/locales/lang/view/discount/activity,v.discount.activity.billing_des,达到设置的周期金额未领取奖金自动清零,Unclaimed bonus automatically cleared if not reached the set cycle amount,Bônus não resgatado ao fim do ciclo configurado será zerado automaticamente,หากยังไม่รับโบนัสตามรอบเมื่อถึงข้อกำหนดที่ตั้งค่าไว้ จะกลายเป็นศูนย์อัตโนมัติ,Tiền thưởng đến chu kỳ kết toán đã thiết lập mà chưa nhận thì sẽ tự động bị xoá,
src/locales/lang/view/discount/activity,v.discount.activity.bind_payment_method,绑定收款方式,Bind payment method,Método de pagamento vinculado,ผูกช่องทางรับเงิน,Liên kết phương thức thanh toán,
src/locales/lang/view/discount/activity,v.discount.activity.bind_virtual_currency,绑定虚拟货币,Bind virtual currency,Vincular moeda virtual,ผูกสกุลเงินดิจิทัล,Liên kết tiền điện tử,
src/locales/lang/routes/discountActivity,v.discount.activity.bonus_back_amount,返现金额,Cashback amount,Valor do cashback,จำนวนโบนัสเงินคืน,Số tiền hoàn lại,
src/locales/lang/routes/discountActivity,v.discount.activity.bonus_back_rate,返现比例,Cashback percentage,Taxa de cashback,อัตราโบนัสเงินคืน,Tỉ lệ hoàn tiền,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_progress,奖金进度,Bonus progress,Progresso do bônus,ความคืบหน้าโบนัส,Tiến độ tiền thưởng,
src/locales/lang/routes/discountActivity,v.discount.activity.bonus_rate_level,返现等级,Cashback level,Nível de cashback,ระดับโบนัสเงินคืน,Cấp bậc hoàn tiền,
src/locales/lang/routes/discountActivity,v.discount.activity.bonus_tishi,"返现比列：返现亏损的百分比,默认0,不返现","Cashback ratio: Percentage of losses cashed back, default is 0, no cashback","Taxa de cashback: percentual de cashback sobre a perda, padrão 0, sem cashback",อัตราส่วนเงินคืน: เปอร์เซ็นต์ของยอดเสีย เมื่อตั้งค่าเริ่มต้นไว้ที่ 0 จะไม่มีโบนัสคืนเงิน,"Tỉ lệ hoàn tiền: Tỉ lệ hoàn lại % thua lỗ, mặc định 0, không hoàn tiền",
src/locales/lang/view/discount/activity,v.discount.activity.bonus_tpl,奖励样式,Reward style,Estilo de recompensa,รูปแบบโบนัส,Hình thức thưởng,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_tpl_1,开红包,Open red envelope,Abrir envelope,เปิดอั่งเปา,Mở lì xì,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_tpl_2,开宝箱,Open treasure chest,Abrir baú,เปิดกล่องสมบัติ,Mở rương kho báu,
src/locales/lang/routes/discountActivity,v.discount.activity.bonus_tpl_3,背景宝箱,Progress bar,Barra de progresso,แถบความคืบหน้า,Thanh tiến độ,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_type,奖金方式,Bonus method,Método de bônus,ช่องทางรับโบนัส,Phương thức thưởng,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_type_1,固定奖金,Fixed bonus,Bônus fixo,ล็อคโบนัส,Tiền thưởng cố định,
src/locales/lang/view/discount/activity,v.discount.activity.bonus_type_2,累计日结(领最高档),Accumulated daily settlement (receive the highest grade),Acumular e receber no nível mais alto,ผลลัพธ์สะสมรายในวัน (รับสูงสุด),Tích lũy thanh toán hàng ngày (Nhận mức cao nhất),
src/locales/lang/routes/discountActivity,v.discount.activity.btnText,请输入按钮文字,Please enter button text,Insira o texto do botão,โปรดกรอกข้อความบนปุ่ม,Vui lòng nhập nội dung phím,
src/locales/lang/routes/discountActivity,v.discount.activity.chargeBet,充值配置,,,,Phần thưởng tương ứng ,
src/locales/lang/view/discount/activity,v.discount.activity.complete_bank_card_binding,完成银行卡绑定,Complete bank card binding,Concluir vínculo do cartão bancário,ผูกบัญชีสำเร็จ,Hoàn thành liên kết ngân hàng,
src/locales/lang/view/discount/activity,v.discount.activity.complete_birthday_settings,完成生日设置,Complete birthday setting,Concluir configuração de aniversário,ตั้งค่าวันเกิดสำเร็จ,Hoàn thành thiết lập ngày sinh,
src/locales/lang/view/discount/activity,v.discount.activity.complete_email_binding,完成邮箱绑定,Complete email binding,Concluir vínculo de email,ผูก Email สำเร็จ,Hoàn thành liên kết Email,
src/locales/lang/view/discount/activity,v.discount.activity.condition_type,满足条件,Meet conditions,Atingir as condições,ถูกต้องตามเงื่อนไข,Thoả mãn điều kiện,
src/locales/lang/view/discount/activity,v.discount.activity.condition_type_1,满足以上全部,Meet all the above,Atender a todas as condições acima,ถูกต้องตามเงื่อนไขทั้งหมด,Thoả mãn toàn bộ,
src/locales/lang/view/discount/activity,v.discount.activity.condition_type_2,满足任意一种,Meet any of them,Atender a qualquer uma das condições,เงื่อนไขทั้งหมด,Thoả mãn bất kỳ 1 loại,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_Get,领取配置,Claim configuration,Configuração de recebimento,ตั้งค่าการรับ,Thiết lập nhận lãnh,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_btn,按钮配置,Button configuration,Configuração de botão,ตั้งค่าปุ่ม,Thiết lập phím tắt,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_home,普通配置,Homepage popup configuration,Configuração de pop-up na página inicial,ตั้งค่าป๊อปอัพหน้าแรก,Thiết lập khung trang chủ,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_img,内容区配置,Content area configuration,Área de conteúdo,ตั้งค่าเนื้อหาพื้นที่,Thiết lập vùng nội dung,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_memeber_config,有效会员标准,Effective member criteria,Padrão de membro ativo,สมาชิกที่ตรงตามเงื่อนไขมาตาฐาน,Tiêu chuẩn hội viên hợp lệ,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_memeber_tip,下级会员达成以下条件才算有效,Subordinate members must meet the following conditions to be considered valid,Subordinados devem atender às condições abaixo para serem considerados ativos,ลูกทีมของสมาชิกจะมีผลสำเร็จต่อเมื่อมีคุณสมบัติตรงตามเงื่อนไขต่อไปนี้,Hội viên cấp dưới đạt được điều kiện sau mới tính hợp lệ,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_memeber_tip_T,统计人数限制,Statistical population limit,Limite de contagem de membros,สถิตการจำกัดผู้เล่น,Thống kê giới hạn số người,
src/locales/lang/routes/discountActivity,v.discount.activity.configuration_promotion,推广配置,Promotion configuration,Configuração de promoção,ปรับแต่งการตลาด,Thiết lập quảng bá,
src/locales/lang/view/discount/activity,v.discount.activity.correspond_bonus,相应的奖金,,,,Tiền thưởng tương ứng,
src/locales/lang/view/discount/activity,v.discount.activity.current_day,当日,,,,Trong ngày,
src/locales/lang/view/discount/activity,v.discount.activity.current_month,本月,,,,Tháng này,
src/locales/lang/view/discount/activity,v.discount.activity.current_weed,本周,,,,Tuần này,
src/locales/lang/view/discount/activity,v.discount.activity.customize,自定义,Custom,Personalizado,ปรับแต่งด้วยตัวเอง,Tuỳ chỉnh,
src/locales/lang/routes/discountActivity,v.discount.activity.customizeConfig,自定义配置,Custom configuration,Configuração personalizada,ปรับแต่งด้วยตัวเอง,Thiết lập tuỳ chỉnh,
src/locales/lang/routes/discountActivity,v.discount.activity.customize_one,1次,1 time,1 vez,1 ครั้ง,1 lần,
